text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
VIP KAZHINJU ADUTHATHU.. ENNI ORU AWARDUM,VIP KAZHINJU ADUTHATHU.. ENNI ORU AWARDUM,0,,False,False,41,6
Troll panakudathene last ah oru oru dialogue vechutanungge... smart move,Troll panakudathene last ah oru oru dialogue vechutanungge... smart move,2,,False,False,72,10
Simran mam so beautiful ..thalaivar ivlo young ah pathu evlo naal achu🤩 jithu 🤩🤩,Simran mam so beautiful ..thalaivar ivlo young ah pathu evlo naal achu jithu,0,,False,False,76,13
Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,0,,False,False,78,11
FDFS kattta waiting..... Sasikumar....Bobby....Vijay...Simran...Trisha.....Anirudh.....n Rajni Sir.....perfect blending.....Gonna Super Duper Block buster,FDFS kattta waiting... Sasikumar...Bobby...Vijay...Simran...Trisha...Anirudh...n Rajni Sir...perfect blending...Gonna Super Duper Block buster,0,,False,False,142,11
Mugamoodi ah Re Release pana mari irukey..🤔.. Anyway padam nallarntha sari,Mugamoodi ah Re Release pana mari irukey.. .. Anyway padam nallarntha sari,2,,False,False,74,12
All the best from KICHCHA BØSŚ  fans karnataka,All the best from KICHCHA B S fans karnataka,0,,False,False,44,9
pakkurathuku chinna payan mari style ah irukeenga,pakkurathuku chinna payan mari style ah irukeenga,0,,False,False,49,7
Thala voice ketgavea thirupa thitupa paakura,Thala voice ketgavea thirupa thitupa paakura,0,,False,False,44,6
#Thala#Class#AndMass##NKP#Verithanam  ThalaU1H.VinothCombo Summa Ninnu Pesuvanga Entha #Nerkonda Paarvaiya#,Thala Class AndMass NKP Verithanam ThalaU1H.VinothCombo Summa Ninnu Pesuvanga Entha Nerkonda Paarvaiya,0,,False,False,102,12
Semma mass Karthi Sri super...  Thalapathy veriyan madurai..,Semma mass Karthi Sri super... Thalapathy veriyan madurai..,0,,False,False,59,8
Diwali realise panna tharamana sambavam ah irukum,Diwali realise panna tharamana sambavam ah irukum,3,,False,False,49,7
Vijay fans hit like here ..:),Vijay fans hit like here ..,3,,False,False,27,6
467297 view in 22 minutes Thala vera leval,467297 view in 22 minutes Thala vera leval,0,,False,False,42,8
Yarellam Thala 60 movie ku wait panringa....,Yarellam Thala 60 movie ku wait panringa...,0,,False,False,43,7
Dislikers naam tamizhar katchii pooleeee.... Parvalaiyaaa konje aalu irukkangaleee,Dislikers naam tamizhar katchii pooleee... Parvalaiyaaa konje aalu irukkangaleee,0,,False,False,80,9
Kathi laga vundhi movie telugu lo,Kathi laga vundhi movie telugu lo,4,,False,False,33,6
Ippo Enna panna porom sweet sapda porom,Ippo Enna panna porom sweet sapda porom,2,,False,False,39,7
Neenga adichu norukunga thalaivaa chiyaan rocks,Neenga adichu norukunga thalaivaa chiyaan rocks,0,,False,False,47,6
Marana mass intha ajith vijay eppo ipadi nadipanga?,Marana mass intha ajith vijay eppo ipadi nadipanga?,0,,False,False,51,8
Iyoo thala mass kola mass,Iyoo thala mass kola mass,1,,False,False,25,5
"Petta,viswasama underwear oda odda vida pogudu","Petta,viswasama underwear oda odda vida pogudu",2,,False,False,46,6
Trailer nalla dhan ya iruku  best of luck,Trailer nalla dhan ya iruku best of luck,0,,False,False,40,8
Like ah pottu video pathavan lik ah podu,Like ah pottu video pathavan lik ah podu,0,,False,False,40,8
ungalal mudintha alavu niraya niraya command pannuga.,ungalal mudintha alavu niraya niraya command pannuga.,0,,False,False,53,7
Polladha boomi song yen movie la varala,Polladha boomi song yen movie la varala,0,,False,True,39,7
Pink hindi movie trailer paarunga..movie slowand sad thaan..hindi remake ..amitabh in ajith role,Pink hindi movie trailer paarunga..movie slowand sad thaan..hindi remake ..amitabh in ajith role,0,,False,False,96,13
komali rasini vesam pottu tamil ilichavayangala ematharan,komali rasini vesam pottu tamil ilichavayangala ematharan,2,,False,False,57,7
Padipa mattum namma kitta irunthu eduthuka mudiyathu  la oru Varthai thalaiva,Padipa mattum namma kitta irunthu eduthuka mudiyathu la oru Varthai thalaiva,0,,False,True,76,11
Nammaku thevaiyanadhu namba than adichi vanganum,Nammaku thevaiyanadhu namba than adichi vanganum,0,,False,False,48,6
Superb thalaiva .... Love you thalaivaaaa......,Superb thalaiva ... Love you thalaivaaa...,0,,False,False,42,6
Big answer to sahoo from tamil Chiyaan uyir,Big answer to sahoo from tamil Chiyaan uyir,0,,False,False,43,8
Paaah Enaa Intnse ah irukuu....A Vetrimaran Flm....Enga Vijay anna unga kuda oru padam pananum,Paaah Enaa Intnse ah irukuu...A Vetrimaran Flm...Enga Vijay anna unga kuda oru padam pananum,0,,False,False,92,14
Vandhuten nu sollu thirumbi vandhutennu adhe styleoda thirumbi vandhuten nu sollu,Vandhuten nu sollu thirumbi vandhutennu adhe styleoda thirumbi vandhuten nu sollu,0,,False,False,81,11
irumugan maathiri irukku          voice aa  sonnaen,irumugan maathiri irukku voice aa sonnaen,0,,False,False,41,6
Thalaiva unna minja yaaru Inge love u sir,Thalaiva unna minja yaaru Inge love u sir,0,,False,False,41,8
Ajith Kumar And Yuvan Shankar Raja Music Rockkkingggg Waiting For Aug 10,Ajith Kumar And Yuvan Shankar Raja Music Rockkkinggg Waiting For Aug 10,0,,False,False,71,12
Trailer pathu veri aetha varavanga yaravathu..??!! Waitinggg,Trailer pathu veri aetha varavanga yaravathu..??!! Waitinggg,0,,False,False,60,7
A shankar film arr bgm,A shankar film arr bgm,0,,False,False,22,5
"Arunthathiyarkal valkai poor nirainthathuevanum evanukkum adimai illa ,kalvi yevanalum parikka mudiyathu..sakkilianda","Arunthathiyarkal valkai poor nirainthathuevanum evanukkum adimai illa ,kalvi yevanalum parikka mudiyathu..sakkilianda",2,,False,False,117,11
vjs kaga ve padam mazzzzzzz hit agum.. sethupathy fans hit like,vjs kaga ve padam mazzz hit agum.. sethupathy fans hit like,3,,False,False,59,11
Mai langue nhi samjhta but dekh ke maza aagya osm thlaiva,Mai langue nhi samjhta but dekh ke maza aagya osm thlaiva,4,,False,False,57,11
Mass na Marana massu da  Thalapathy fans,Mass na Marana massu da Thalapathy fans,0,,False,True,39,7
Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi  fan,Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi fan,0,,False,True,91,14
100 hari padam patha mathuri irukuuu...suma sara saranuuu scenes pogudhu... Waiting to see in big screen....,100 hari padam patha mathuri irukuuu...suma sara saranuuu scenes pogudhu... Waiting to see in big screen...,0,,False,False,107,16
Poi appa character iruntha nadika solluga setaaa agala 2.o mass ithu  pushhh,Poi appa character iruntha nadika solluga setaaa agala 2.o mass ithu pushhh,1,,False,False,75,12
I     love   rajini,I love rajini,0,,False,False,13,3
Movie Paathachu kandippa  ellarum pakkanum vera level la irukku movie Dhanush Anna Acting marana mass ah irukku,Movie Paathachu kandippa ellarum pakkanum vera level la irukku movie Dhanush Anna Acting marana mass ah irukku,0,,False,True,110,17
Aiyoo Sema Mass.. Thala Look Marana Mass Pa...Yuvan Sir Bgm Sema ...Marana Waiting ...,Aiyoo Sema Mass.. Thala Look Marana Mass Pa...Yuvan Sir Bgm Sema ...Marana Waiting ...,0,,False,True,86,14
Moms be like..akshay kumar nalladhu dhaana senjaaru...avara poi konnuteengaley da apparasandigala🤣🤣,Moms be like..akshay kumar nalladhu dhaana senjaaru...avara poi konnuteengaley da apparasandigala,1,,False,True,97,11
Meme pathutu teaser paka vandhavanga matum like podunga   5 muraiku mela pathavanga like podungha,Meme pathutu teaser paka vandhavanga matum like podunga 5 muraiku mela pathavanga like podungha,0,,False,False,95,14
Padam release panathinga bayangara loss aavinga thalapathy vararu,Padam release panathinga bayangara loss aavinga thalapathy vararu,1,,False,False,65,8
Mujhe doubt h   ye movie YouTube pe available hogi ..,Mujhe doubt h ye movie YouTube pe available hogi ..,4,,False,False,51,10
Thalaivar's dance in last scene looks like silambattam movie Simbu avlo energetic a irukaru pa🤘🤘🤘🤘🤘,Thalaivar's dance in last scene looks like silambattam movie Simbu avlo energetic a irukaru pa,0,,False,True,94,15
August 10 waiting  thala movie nerkonda paarvai,August 10 waiting thala movie nerkonda paarvai,0,,False,False,46,7
Evaraku vyasuu eraadu. Awesome in every frame,Evaraku vyasuu eraadu. Awesome in every frame,0,,False,False,45,7
Thalaivar super   petta dialogue semma mass ah eruku thalaivaa🤙🤙,Thalaivar super petta dialogue semma mass ah eruku thalaivaa,0,,False,False,60,9
Manitha kadavul Ajith Kumar .....  Love you thala... Udal mannukku uyire Ajith Kumar ku ....En Sami,Manitha kadavul Ajith Kumar ... Love you thala... Udal mannukku uyire Ajith Kumar ku ...En Sami,2,,False,False,95,16
BGM vera level gv Prakash fan daw,BGM vera level gv Prakash fan daw,0,,False,False,33,7
I am Vijay fan i love Ajith,I am Vijay fan i love Ajith,0,,False,False,27,7
Thalaivaaa!!!..therikka vittuta thalaivaaa!!..vayasaanalum unnoda alagum stylum konjam kooda maarala,Thalaivaaa!!!..therikka vittuta thalaivaaa!!..vayasaanalum unnoda alagum stylum konjam kooda maarala,1,,False,False,100,9
trailer ah ye pakka mudiyala eppudi padatha pakkurathoooo,trailer ah ye pakka mudiyala eppudi padatha pakkurathooo,1,,False,False,56,8
Kaidhi movie pray for success andra suryaaaa fanzzzzzz,Kaidhi movie pray for success andra suryaaa fanzzz,0,,False,False,50,8
Yarellam kamalvude video song wait pannura🤩🤩,Yarellam kamalvude video song wait pannura,3,,False,False,42,6
im watching it again & again & again & again.....& again & again & again & again..............................,im watching it again again again again... again again again again...,0,,False,False,68,11
I am thalapathy veriyan but irunthalum rajini siraraiyum pudikum,I am thalapathy veriyan but irunthalum rajini siraraiyum pudikum,2,,False,False,64,9
Enna da acting Thala punda marri pandra,Enna da acting Thala punda marri pandra,1,,False,True,39,7
Hindi mein bhi release karo movie,Hindi mein bhi release karo movie,4,,False,False,33,6
first time rangaraj  pandeykey allu  vidudhunna adhukku oppositela namma thaladan reason ......love u thala. sir.....,first time rangaraj pandeykey allu vidudhunna adhukku oppositela namma thaladan reason ...love u thala. sir...,0,,False,False,110,15
God of Indian Cinema Super Star RAJINIKANTH.... Thalaivaaaaaaaaaaa.... MaraNa BangaM....  Inimel Hollywood'ke Nama Dha Level....,God of Indian Cinema Super Star RAJINIKANTH... Thalaivaaa... MaraNa BangaM... Inimel Hollywood'ke Nama Dha Level...,1,,False,False,115,15
PAAPAA PASANGA PONDAATI PULLAINGA SENTIMENT ERUNNDAA ODIRUNGA THALAIVARE KOLAI VERI LA ERUKKAARU,PAAPAA PASANGA PONDAATI PULLAINGA SENTIMENT ERUNNDAA ODIRUNGA THALAIVARE KOLAI VERI LA ERUKKAARU,0,,False,True,96,12
I love Akki so much,I love Akki so much,3,,False,False,19,5
Ennagada 44k views 56k likes aaaaa!!!!,Ennagada 44k views 56k likes aaa!!!,3,,False,False,35,6
Thalai yum yuvan um iruntha antha padam mass hit than,Thalai yum yuvan um iruntha antha padam mass hit than,0,,False,False,53,10
MASS KA BAP ( THALAIVAR ),MASS KA BAP THALAIVAR,0,,False,True,21,4
MY INSPIRATION HERO(SIVAKARTHIKEYAN) MY REAL LIFE HERO(MY MOM),MY INSPIRATION HERO SIVAKARTHIKEYAN MY REAL LIFE HERO MY MOM,0,,False,False,60,10
"thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, ethana per underwearoda oda porangalo.......","thalaivaaa, ethana per underwearoda oda porangalo...",0,,False,False,52,6
Thaliva vjs epoma mass vilan netha pa say like it,Thaliva vjs epoma mass vilan netha pa say like it,0,,False,True,49,10
Vera leval sk going to next stop ...,Vera leval sk going to next stop ...,0,,False,False,36,8
Tamilaka muthalvar Rajni sir allways king,Tamilaka muthalvar Rajni sir allways king,0,,False,False,41,6
Dae 6pm kula 1m likes kondu varanumm,Dae 6pm kula 1m likes kondu varanumm,0,,False,False,36,7
Marana mass thala.. u1 bgm vera vera vera vera vera level,Marana mass thala.. u1 bgm vera vera vera vera vera level,0,,False,False,57,11
Phone use panra ovvoruthanum kola kaarunungathan...,Phone use panra ovvoruthanum kola kaarunungathan...,2,,False,False,51,6
Epo yaralaa trailer pathuttu erukinge like podunge,Epo yaralaa trailer pathuttu erukinge like podunge,0,,False,False,50,7
Awesome trailer Vikram style vera level,Awesome trailer Vikram style vera level,0,,False,False,39,6
#Thala mass da Padam vetri pera #Thalabathy rasiganin valthukkal,Thala mass da Padam vetri pera Thalabathy rasiganin valthukkal,0,,False,True,62,9
You kena tunggu lebih lama lagi.untuk takhu saya,You kena tunggu lebih lama lagi.untuk takhu saya,4,,False,False,48,8
Oruthavanga mela Katra viswathala innorathavangala en asinga paduthuringa....ithula etho iruku???,Oruthavanga mela Katra viswathala innorathavangala en asinga paduthuringa...ithula etho iruku???,0,,False,False,96,10
Hindi main kyun nahi aaya bhai.......,Hindi main kyun nahi aaya bhai...,4,,False,False,33,6
Omg THALIVAR Mass da ...,Omg THALIVAR Mass da ...,0,,False,True,24,5
Likes will be more get it fools vjmaaa anilu ammaiyan fans and vjmaa,Likes will be more get it fools vjmaaa anilu ammaiyan fans and vjmaa,0,,False,False,68,13
Am vjs Anna fan Anna am waiting sangatamilan  mass pannuga ji super ji super ji super ji,Am vjs Anna fan Anna am waiting sangatamilan mass pannuga ji super ji super ji super ji,0,,False,False,87,17
Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku,Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku,1,,False,False,92,13
Terikudhu trailerdhanush evlo variations looks...super ya..,Terikudhu trailerdhanush evlo variations looks...super ya..,0,,False,False,59,6
Aiyo yenga veetla chutti TV varathey!!,Aiyo yenga veetla chutti TV varathey!!,0,,False,False,38,6
"Yen Mandakasayam , Mela irukaravan kittaye keklame","Yen Mandakasayam , Mela irukaravan kittaye keklame",1,,False,False,50,7
Thala is back mass nu solravanga mattum inga like pannunga,Thala is back mass nu solravanga mattum inga like pannunga,3,,False,False,58,10
thalapathy trailer erangi iruntha Saahova oda vitturupom. Ajaakunga thar perumai pesiya naasama pona kathai thodargirathu.,thalapathy trailer erangi iruntha Saahova oda vitturupom. Ajaakunga thar perumai pesiya naasama pona kathai thodargirathu.,1,,False,False,122,15
Pande TV layum super ah nadipinga movie layum nalla nadichurukinga,Pande TV layum super ah nadipinga movie layum nalla nadichurukinga,0,,False,False,66,10
Ketta paiyan sir intha Kaali,Ketta paiyan sir intha Kaali,0,,False,False,28,5
kadaram kondan is a name of mudhalam rajendran,kadaram kondan is a name of mudhalam rajendran,0,,False,False,46,8
Great movie . weldone Rajini sir and Aksekumar sir !!!!,Great movie . weldone Rajini sir and Aksekumar sir !!!,0,,False,False,54,10
g v neenga nadikirathuku pathila music potrukalam meratitaru,g v neenga nadikirathuku pathila music potrukalam meratitaru,0,,False,False,60,8
Padam blockbuster nu solravanga matum like,Padam blockbuster nu solravanga matum like,0,,False,False,42,6
Andha gun sozhatra style Vera level....,Andha gun sozhatra style Vera level...,0,,False,False,38,6
Naagha #thala  fans ila..family daa,Naagha thala fans ila..family daa,0,,False,False,33,5
Batman maathri irukku ana maranama irukku,Batman maathri irukku ana maranama irukku,0,,False,False,41,6
Ivanlaam oru aalu p***da ivanlaam hero va,Ivanlaam oru aalu p da ivanlaam hero va,1,,False,True,39,8
En thalaivana pola yarum illadaa en thala Rasigarkal hit like,En thalaivana pola yarum illadaa en thala Rasigarkal hit like,0,,False,False,61,10
Aiyooooooo theivameeeeeeeeeeeee tnqqqq karthiik suburaj sir,Aiyooo theivameee tnqqq karthiik suburaj sir,0,,False,False,44,6
many many many many many many,many many many many many many,0,,False,False,29,6
Felt like a 90's mass Tamil movies style,Felt like a 90's mass Tamil movies style,0,,False,False,40,8
Thala sema soldravaingala oru like podunga,Thala sema soldravaingala oru like podunga,0,,False,False,42,6
Indha manusanuku oru nallathu nadakanumnu ninaikuruvanga like podunga,Indha manusanuku oru nallathu nadakanumnu ninaikuruvanga like podunga,0,,False,False,69,8
plz realize at telugu also sir,plz realize at telugu also sir,0,,False,False,30,6
Mahesh Babu and thala Ajith mutual fans hit like,Mahesh Babu and thala Ajith mutual fans hit like,0,,False,False,48,9
THALAIVAR Fan.. But Thala mass,THALAIVAR Fan.. But Thala mass,0,,False,False,30,5
Gonna fabulous revenge drama I guess,Gonna fabulous revenge drama I guess,0,,False,False,36,6
Sathiyam solren adichi andraverda oda vida poren manam ponam en porupilla......mass,Sathiyam solren adichi andraverda oda vida poren manam ponam en porupilla...mass,0,,False,False,80,11
